BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2339784	2176	1487	108473	107869	RP11-80I15.2	-	FANCC	CTBP1	FA3|FAC|FACC	BARS	Two-hybrid	physical	Huang F (2014)	PUBMED:24676280	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q00597	A0A024R9N2|A0A087WW44|B4E3W2	NP_000127|NP_001230672|NP_001230673	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2377678	7706	1487	113500	107869	-	-	TRIM25	CTBP1	EFP|RNF147|Z147|ZNF147	BARS	Affinity Capture-RNA	physical	Choudhury NR (2017)	PUBMED:29117863	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q14258	-	NP_005073	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2385437	4961444	1487	1776947	107869	HHV8GK18_gp78	-	HHV8GK18_gp78	CTBP1	-	BARS	Affinity Capture-MS	physical	Davis ZH (2015)	PUBMED:25544563	37296	9606	High Throughput	-	-	-	-	BIOGRID	F5H982	O40945	YP_001129427	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Human Herpesvirus 8	Homo sapiens
2397584	3191	1487	109432	107869	P/OKcl.14	-	HNRNPL	CTBP1	HNRPL|hnRNP-L	BARS	Affinity Capture-RNA	physical	Fei T (2017)	PUBMED:28611215	9606	9606	High Throughput	-	-	-	-	BIOGRID	P14866	Q6NTA2	NP_001524|NP_001005335|NP_001372580	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2450803	114907	1487	125395	107869	-	-	FBXO32	CTBP1	Fbx32|MAFbx	BARS	Affinity Capture-MS	physical	Sahu SK (2017)	PUBMED:29142217	9606	9606	High Throughput	-	-	Source of FBXO32 not clear	-	BIOGRID	Q969P5	A0A024R9F3|Q498Y9|I6L984|Q0VAQ6	NP_680482|NP_478136|NP_001229392	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2450804	1487	114907	107869	125395	-	-	CTBP1	FBXO32	BARS	Fbx32|MAFbx	Affinity Capture-Western	physical	Sahu SK (2017)	PUBMED:29142217	9606	9606	Low Throughput	-	-	Sources of FBXO32 and CTBP1 not clear	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q969P5	A0A024R9F3|Q498Y9|I6L984|Q0VAQ6	NP_680482|NP_478136|NP_001229392	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2450805	114907	1487	125395	107869	-	-	FBXO32	CTBP1	Fbx32|MAFbx	BARS	Affinity Capture-Western	physical	Sahu SK (2017)	PUBMED:29142217	9606	9606	Low Throughput	-	-	Sources of FBXO32 and CTBP1 not clear	-	BIOGRID	Q969P5	A0A024R9F3|Q498Y9|I6L984|Q0VAQ6	NP_680482|NP_478136|NP_001229392	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2462300	84458	1487	124093	107869	-	-	LCOR	CTBP1	MLR2	BARS	Affinity Capture-MS	physical	Hauri S (2016)	PUBMED:27705803	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96JN0	-	NP_001333445|NP_115816|NP_001164236|NP_001164237	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2465506	112399	1487	125185	107869	-	-	EGLN3	CTBP1	HIFP4H3|HIFPH3|PHD3	BARS	Affinity Capture-MS	physical	Rodriguez J (2016)	PUBMED:26972000	9606	9606	High Throughput	-	-	Source of EGLN3 not clear	-	BIOGRID	Q9H6Z9	F8W1G2	NP_001295032|NP_071356	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2469470	80344	1487	123251	107869	GL014	-	DCAF11	CTBP1	PRO2389|WDR23	BARS	Affinity Capture-MS	physical	Chen Z (2017)	PUBMED:28446751	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8TEB1	Q59GN6|B3KSW2	NP_852002|NP_079506|NP_001156956	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2471722	7040	1487	112898	107869	-	-	TGFB1	CTBP1	CED|DPD1|LAP|TGFB|TGFbeta	BARS	Affinity Capture-MS	physical	Rosenbluh J (2016)	PUBMED:27684187	9606	9606	High Throughput	-	-	High-credibility protein interactions were identified using draft-PPI and a method for protein interaction credibility scoring (ICS).	-	BIOGRID	P01137	-	NP_000651	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2474010	63948	1487	122012	107869	-	-	DMRTB1	CTBP1	-	BARS	Two-hybrid	physical	Yang JS (2018)	PUBMED:30217970	9606	9606	High Throughput	-	-	High confidence rec-Y2H protein interactions.	-	BIOGRID	Q96MA1	-	NP_149056	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2474077	1487	63948	107869	122012	-	-	CTBP1	DMRTB1	BARS	-	Two-hybrid	physical	Yang JS (2018)	PUBMED:30217970	9606	9606	High Throughput	-	-	High confidence rec-Y2H protein interactions.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q96MA1	-	NP_149056	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2474092	1487	10432	107869	115700	-	-	CTBP1	RBM14	BARS	COAA|PSP2|SIP|SYTIP1|TMEM137	Two-hybrid	physical	Yang JS (2018)	PUBMED:30217970	9606	9606	High Throughput	-	-	High confidence rec-Y2H protein interactions.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q96PK6	-	NP_001185766|NP_001185765|NP_006319	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2474116	10432	1487	115700	107869	-	-	RBM14	CTBP1	COAA|PSP2|SIP|SYTIP1|TMEM137	BARS	Two-hybrid	physical	Yang JS (2018)	PUBMED:30217970	9606	9606	High Throughput	-	-	High confidence rec-Y2H protein interactions.	-	BIOGRID	Q96PK6	-	NP_001185766|NP_001185765|NP_006319	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2474129	1487	10142	107869	115445	-	-	CTBP1	AKAP9	BARS	AKAP-9|AKAP350|AKAP450|CG-NAP|HYPERION|LQT11|MU-RMS-40.16A|PPP1R45|PRKA9|YOTIAO	Two-hybrid	physical	Yang JS (2018)	PUBMED:30217970	9606	9606	High Throughput	-	-	High confidence rec-Y2H protein interactions.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q99996	Q6PJH3|Q5GIA7	NP_005742|NP_671714|NP_001366206	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2474229	1487	5584	107869	111570	-	-	CTBP1	PRKCI	BARS	DXS1179E|PKCI|nPKC-iota	Two-hybrid	physical	Yang JS (2018)	PUBMED:30217970	9606	9606	High Throughput	-	-	High confidence rec-Y2H protein interactions.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P41743	-	NP_002731	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2490739	7080	1487	112936	107869	-	-	NKX2-1	CTBP1	BCH|BHC|NK-2|NKX2.1|NKX2A|T/EBP|TEBP|TITF1|TTF-1|TTF1	BARS	Affinity Capture-MS	physical	Liu Z (2017)	PUBMED:28192407	9606	9606	High Throughput	-	-	-	-	BIOGRID	P43699	-	NP_003308|NP_001073136	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2495164	1487	1032	107869	107466	-	-	CTBP1	CDKN2D	BARS	INK4D|p19|p19-INK4D	Two-hybrid	physical	Yachie N (2016)	PUBMED:27107012	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P55273	A0A024R796	NP_524145|NP_001791	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2495180	1487	10320	107869	115604	-	tcag7.1178	CTBP1	IKZF1	BARS	Hs.54452|IK1|IKAROS|LYF1|LyF-1|PPP1R92|PRO0758|ZNFN1A1	Two-hybrid	physical	Yachie N (2016)	PUBMED:27107012	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q13422	C9JTB0|R9R4D9|A0A087WU46	NP_001207698|NP_001207699|NP_001278766|NP_001278767|NP_001278768|NP_001278769|NP_001207694|NP_001207695|NP_001207696|NP_001207697|NP_001278775|NP_001278774|NP_001278776|NP_001278771|NP_001278770|NP_001278773|NP_001278772|NP_006051|NP_001207702|NP_001207703|NP_001207700|NP_001207701|NP_001207704|NP_001207705	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2495213	1487	84441	107869	124080	-	-	CTBP1	MAML2	BARS	MAM-3|MAM2|MAM3|MLL-MAML2	Two-hybrid	physical	Yachie N (2016)	PUBMED:27107012	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q8IZL2	-	NP_115803	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2495242	1487	1487	107869	107869	-	-	CTBP1	CTBP1	BARS	BARS	Two-hybrid	physical	Yachie N (2016)	PUBMED:27107012	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2495277	1488	1487	107870	107869	RP11-59C5.2	-	CTBP2	CTBP1	-	BARS	Two-hybrid	physical	Yachie N (2016)	PUBMED:27107012	9606	9606	High Throughput	-	-	-	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2495385	51274	1487	119426	107869	-	-	KLF3	CTBP1	BKLF	BARS	Two-hybrid	physical	Yachie N (2016)	PUBMED:27107012	9606	9606	High Throughput	-	-	-	-	BIOGRID	P57682	A0A024R9T8	NP_057615	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2495398	7004	1487	112863	107869	-	-	TEAD4	CTBP1	EFTR-2|RTEF1|TCF13L1|TEF-3|TEF3|TEFR-1|hRTEF-1B	BARS	Two-hybrid	physical	Yachie N (2016)	PUBMED:27107012	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15561	-	NP_958849|NP_958851|NP_003204	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2495471	55093	1487	120405	107869	-	-	WDYHV1	CTBP1	C8orf32	BARS	Two-hybrid	physical	Yachie N (2016)	PUBMED:27107012	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96HA8	E5RHC2	NP_001269956|NP_001269953|NP_060494	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2495629	1487	93986	107869	125073	-	-	CTBP1	FOXP2	BARS	CAGH44|SPCH1|TNRC10	Two-hybrid	physical	Yachie N (2016)	PUBMED:27107012	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O15409	B7ZLK5|X5D2H2|Q8N6B5|Q8N6B6	NP_683696|NP_683697|NP_001166238|NP_001166237|NP_683698|NP_055306	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2495698	11278	1487	116434	107869	HSPC122	-	KLF12	CTBP1	AP-2rep|AP2REP	BARS	Two-hybrid	physical	Yachie N (2016)	PUBMED:27107012	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9Y4X4	Q8WWI3	NP_009180	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2496722	63948	1487	122012	107869	-	-	DMRTB1	CTBP1	-	BARS	Two-hybrid	physical	Yang X (2016)	PUBMED:26871637	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96MA1	-	NP_149056	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2519638	2100	1487	108404	107869	-	-	ESR2	CTBP1	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2	BARS	Affinity Capture-MS	physical	Giurato G (2018)	PUBMED:29509190	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92731	Q0PTK2|Q7LCB3|F1D8N3	NP_001201832|NP_001428|NP_001201831|NP_001278641|NP_001035365|NP_001278652|NP_001258805|NP_001258806	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2530800	2146	1487	108446	107869	-	-	EZH2	CTBP1	ENX-1|ENX1|EZH1|EZH2b|KMT6|KMT6A|WVS|WVS2	BARS	Affinity Capture-MS	physical	Oliviero G (2016)	PUBMED:27634302	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15910	S4S3R8	NP_694543|NP_001190176|NP_004447|NP_001190178|NP_001190177	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2531108	9401	1487	114798	107869	-	-	RECQL4	CTBP1	RECQ4	BARS	Affinity Capture-MS	physical	Lu H (2017)	PUBMED:29229926	9606	9606	High Throughput	-	-	-	-	BIOGRID	O94761	-	NP_004251	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2538595	1487	9681	107869	115034	-	LL22NC03-113A11.1	CTBP1	DEPDC5	BARS	DEP.5|FFEVF	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-6.935	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O75140	-	NP_001351247|NP_001351249|NP_001007189|NP_055477|NP_001356831|NP_001350783|NP_001351248|NP_001350781|NP_001229826|NP_001229825|NP_001129501|NP_001356830|NP_001356832	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538611	1487	80006	107869	123063	-	-	CTBP1	TRAPPC13	BARS	C5orf44	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-6.199	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	A5PLN9	-	NP_001352272|NP_001087225|NP_001087224|NP_001230666|NP_001352271|NP_079217	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538617	1487	5861	107869	111799	-	-	CTBP1	RAB1A	BARS	RAB1|YPT1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-5.893	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P62820	B7Z8M7|Q5U0I6	NP_004152|NP_056358	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538623	1487	3184	107869	109425	-	-	CTBP1	HNRNPD	BARS	AUF1|AUF1A|HNRPD|P37|hnRNPD0	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-5.722	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q14103	A0A024RDF4|A0A024RDB4|A0A024RDF3	NP_001003810|NP_112737|NP_002129|NP_112738	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538643	84364	1487	124065	107869	Nbla10535	-	ARFGAP2	CTBP1	IRZ|ZFP289|ZNF289	BARS	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-5.009	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q8N6H7	G5E9L0	NP_001229761|NP_115765	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538656	2683	1487	108950	107869	-	-	B4GALT1	CTBP1	B4GAL-T1|CDG2D|GGTB2|GT1|GTB|beta4Gal-T1	BARS	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-4.671	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	P15291	W6MEN3	NP_001488	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538659	1487	10483	107869	115746	-	RP11-379J5.1	CTBP1	SEC23B	BARS	CDA-II|CDAII|CDAN2|HEMPAS	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-4.614	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q15437	B4DJW8	NP_116781|NP_116780|NP_006354|NP_001166216|NP_001166217	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538680	1487	51112	107869	119301	-	CGI-87	CTBP1	TRAPPC12	BARS	TTC-15|TTC15	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-4.194	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q8WVT3	Q8N9N0	NP_057114|NP_001308031	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538692	1487	3482	107869	109703	-	-	CTBP1	IGF2R	BARS	CD222|CIMPR|M6P-R|MPR1|MPRI	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-4.023	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P11717	-	NP_000867	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538718	1487	2530	107869	108806	-	-	CTBP1	FUT8	BARS	-	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-3.756	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q9BYC5	Q546E0|A8K8P8	NP_835369|NP_835368|NP_004471	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538748	1487	29985	107869	119011	-	-	CTBP1	SLC39A3	BARS	ZIP-3|ZIP3	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-3.244	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q9BRY0	-	NP_653165|NP_998733	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
